id	uKIN	RWR
P23415	2.9207880868835384e-07	9.186649484019948e-08
P23416	3.6728565493562445e-07	9.251256463149351e-07
P23434	8.57744799898297e-07	1.1374270801051286e-05
P23435	5.729600346415582e-08	3.0137828532387177e-09
P23443	7.785892564782212e-07	1.6544831600446335e-05
P23458	2.5132629159221025e-05	0.0016647707369640142
P23467	4.8873950022284634e-05	0.0012276182616605775
P23468	4.4087181699626793e-05	0.0017818821634405409
P23469	9.628657311875073e-07	1.2953670627476126e-05
P23470	1.4002305382455449e-06	2.568290198246547e-05
P23471	1.454554873205564e-06	1.2061426073684284e-05
P23490	3.748497616416216e-07	6.160050847498837e-07
P23497	7.782501526707685e-07	3.3927603247820195e-05
P23508	4.938680563463102e-07	2.718148520003131e-05
P23510	4.754107738829742e-06	3.072787549374554e-05
P23511	6.215695455666465e-07	1.2533316138381707e-05
P23515	4.213977256379028e-07	3.55626248133076e-07
P23526	5.430595323548591e-07	1.3918389051319143e-05
P23527	1.0868196789910035e-06	1.022415285911768e-05
P23528	1.4819877783687421e-06	0.00010218567097289014
P23560	7.25242697357837e-07	1.240490999311536e-05
P23582	4.748514466689824e-07	6.477430116136391e-07
P23588	3.7148522286889102e-06	0.00034730716248804747
P23610	5.639147745289103e-06	1.2369532931019767e-05
P23634	5.629011788481502e-07	7.2039680748775354e-06
P23677	1.0048286020489808e-06	2.408549781712387e-06
P23743	5.1132655581683745e-06	7.886479335264965e-06
P23759	0.0001273763028261066	0.0013319800729652486
P23760	6.78487441223007e-05	0.001532256767332555
P23763	5.457594416591025e-07	4.891836455129289e-06
P23769	2.9903046570669147e-05	0.0012163049496292952
P23771	3.259154072876029e-05	0.0015107872044982516
P23786	5.126863805122707e-07	4.768930768205236e-06
P23919	9.271901761212292e-07	2.8323710150543543e-06
P23921	4.2162784927293946e-07	5.501863476945684e-06
P23942	4.0907375008074124e-07	3.854444872941849e-07
P23945	1.1238276149539373e-06	1.1274138834947942e-05
P23946	4.6426797080252736e-07	9.574157949787657e-07
P23975	1.2640651987667004e-06	1.907343331863472e-06
P24001	3.756762541446738e-06	9.569204036309959e-05
P24043	3.7600183502752065e-07	4.881995882636729e-07
P24046	1.4505090988847669e-06	6.857937161945725e-06
P24071	1.4131678445916901e-06	4.186009826388064e-06
P24158	3.4411465253181033e-06	2.0909139977210662e-05
P24278	7.074803486674768e-07	6.8500469118184025e-06
P24298	3.808203040507111e-07	4.460651153424969e-07
P24310	5.304188422795744e-07	3.0287142358161463e-07
P24311	2.1448819683119303e-06	1.186882750627839e-05
P24347	3.097726797067776e-07	1.1073283688260937e-07
P24385	1.1909284864197195e-05	0.001525795577001178
P24386	4.962554118949978e-07	9.236875223507798e-06
P24387	2.623784462395996e-06	1.041239742893748e-05
P24390	5.391578774592139e-07	5.1330334665276345e-06
P24394	1.613839093574805e-06	2.204876730796501e-05
P24462	5.381690719364881e-06	1.8690729366732575e-06
P24468	1.2203297572240155e-06	3.456803701669163e-05
P24522	1.1160977745954415e-06	2.6223075353842428e-05
P24530	1.8056931217259317e-06	1.589147164530459e-05
P24534	8.563787644027322e-07	2.9569243460662852e-05
P24539	4.3768190430421946e-07	2.122106343477307e-05
P24557	3.717705122483621e-07	1.3429924463466568e-07
P24588	6.735053646264921e-07	8.012977724243287e-06
P24592	3.998198513257583e-07	1.9893706649853202e-06
P24593	7.867561150213199e-07	1.2397274887696818e-05
P24666	5.541714026256011e-07	9.09563300078483e-06
P24723	1.3372036428390829e-06	1.0266121939231514e-05
P24752	4.6426427643724254e-07	1.6557759881754848e-05
P24821	9.083479018937585e-05	0.0011039977280163785
P24844	1.960116743932595e-06	2.4183089519776864e-05
P24855	3.4291026314700076e-07	1.2766998122269292e-07
P24863	2.294936698900924e-05	0.001727078240151621
P24864	2.6212629141254782e-05	0.0014360958935716998
P24928	7.148172598022343e-07	6.125008894266345e-05
P24941	4.116407078079557e-07	3.196630043202375e-05
P25021	2.3870002800549977e-07	4.377743055665248e-08
P25024	7.47251072210076e-07	4.276865069651486e-06
P25025	8.288670795805693e-07	1.2998922323928207e-05
P25054	9.824815270813442e-06	0.0012370506090990576
P25063	7.23402160331783e-07	7.083857003966735e-07
P25067	1.8697618138610337e-06	1.6891065317705188e-05
P25090	1.0372463316503003e-06	1.8697627754647446e-05
P25092	1.0741924356697087e-06	1.2782599270585007e-06
P25098	1.5258857402741859e-06	3.350408089776426e-05
P25100	4.094473404653726e-06	4.086178677714947e-05
P25101	2.18222257721932e-06	1.4699026916136838e-05
P25103	7.109981896076557e-07	8.403802062357527e-06
P25105	6.284307572532704e-07	4.573579099468544e-06
P25106	0.0001157627014814723	0.0016863845928359797
P25116	1.327813572362379e-06	1.1718446586424635e-05
P25189	6.250753828155347e-07	9.357676764351982e-07
P25205	5.306743144232457e-07	2.2076468675853793e-05
P25208	1.8033080191544682e-06	3.056990514440903e-05
P25311	8.288012404801096e-07	1.1642993255043329e-05
P25325	3.1080033187616383e-07	1.0971940066792496e-06
P25391	1.7386893755588138e-06	1.8000325052373903e-05
P25398	4.92970050770983e-07	1.7290187471333974e-05
P25440	7.198412272018018e-07	3.329037454428284e-05
P25445	2.7154792046871992e-05	0.0017847873325017626
P25490	1.1199451663104556e-06	6.519127057087302e-05
P25685	1.9430068511150565e-05	0.00152106460772914
P25686	8.749396127580482e-07	1.5274463242747472e-05
P25705	5.198892108059404e-07	3.557730188011893e-05
P25713	6.899724196662412e-07	3.074920101598252e-07
P25774	4.805611699487952e-07	1.8433321581714138e-06
P25786	5.569622147079507e-07	4.1582051968039195e-05
P25787	3.514543140417071e-07	7.006825588997231e-06
P25788	4.131124916187484e-07	1.8448371417702157e-05
P25789	4.0419443466183535e-07	1.1420784005386378e-05
P25791	1.0908390418362086e-05	0.0013580283474302454
P25800	2.562893474117885e-05	0.0015870249603298942
P25815	7.018242883139639e-07	5.792267036372977e-06
P25874	2.446183893388684e-07	1.615484658958073e-07
P25929	1.3853161536302007e-06	1.3630854860377794e-06
P25940	6.38129101707405e-07	5.622276697222107e-07
P25942	7.908601560148255e-07	1.4675985470809962e-05
P25963	1.2787549744748766e-06	7.805564836334412e-05
P26006	1.1035007761266928e-06	1.2169586241384803e-05
P26010	1.0343417245944665e-06	5.370747780065978e-06
P26012	1.767689747582187e-06	8.27264163246605e-06
P26022	8.392229242235581e-07	4.561283839443097e-06
P26038	1.5059960869332447e-05	0.0013379340878481166
P26045	6.343234584103605e-07	1.1973775655738385e-05
P26196	1.1493605266492117e-05	0.0015078093608542156
P26232	5.29166324537941e-05	0.0008926549332101909
P26358	6.279529937227846e-07	2.3374813497545958e-05
P26367	7.995455378374722e-07	3.367512354606315e-05
P26368	4.389079645271054e-07	2.8374731458618938e-05
P26371	8.487154539270308e-07	2.720769116404463e-05
P26373	4.284403965150037e-07	1.782841787964805e-05
P26374	3.7858306390334416e-07	1.236624422664189e-06
P26378	1.1652999907610395e-06	1.554879839128426e-05
P26436	1.7020049239270978e-06	2.5856825640556064e-06
P26439	8.490745634187946e-07	5.501999721033612e-06
P26440	4.5293463426954944e-07	3.977040668055883e-06
P26441	6.786591451228777e-06	4.9296127318059595e-05
P26447	1.059744608378135e-06	2.7240009753870502e-05
P26572	2.2477876553371997e-06	8.898497039426492e-06
P26583	5.013157954276877e-07	9.840445410891713e-06
P26599	4.679001599966862e-07	2.8010738119986276e-05
P26639	6.185834590289059e-07	1.5656103478080726e-05
P26640	6.919241330523122e-07	2.1050413895179584e-05
P26641	4.7183578803277646e-07	1.714898474312681e-05
P26651	5.612335709900398e-07	1.9700965812046757e-05
P26678	1.2333083991488076e-06	1.5405596834620475e-05
P26715	1.2828464066965703e-06	1.360838597416706e-05
P26717	7.98461763704343e-06	1.244307258750784e-05
P26718	9.997408899609724e-07	1.589191439984732e-06
P26842	2.4082403916402237e-06	2.36317270295928e-05
P26885	5.005472420818192e-07	5.95877117314308e-06
P26927	1.8285395388707488e-06	9.483910408212399e-06
P26951	1.617542496138034e-06	1.88761969121365e-05
P26992	6.030846379219425e-06	2.9271804388702404e-05
P26998	3.8567143064933364e-07	4.635070740191583e-07
P27037	8.075996249990678e-05	0.0018229046248502995
P27105	4.4347240673719123e-07	2.0342958097777916e-05
P27144	3.7521952711307326e-07	4.674408769870499e-06
P27169	5.278707355624023e-07	1.457352918197163e-06
P27216	3.6038831394297797e-06	1.1945754676127939e-05
P27338	4.214930914836098e-07	1.983244432968377e-06
P27348	7.298554780496687e-07	9.902894617788322e-05
P27352	1.3236681959632582e-06	3.453344898122831e-06
P27361	8.732805567534546e-07	7.355784914264495e-05
P27448	1.4259694840742215e-06	3.9123143322361294e-05
P27449	1.5325691203524616e-06	2.754224735894684e-05
P27469	3.073258176343178e-07	1.1041389703721214e-07
P27482	5.613911342734028e-07	5.8660027797911705e-06
P27487	2.094352099172051e-06	2.1469116048520962e-05
P27539	1.6681059872823128e-07	2.2285936417062934e-08
P27540	1.4485975628979553e-05	0.0013462242886981242
P27544	3.8993556420379503e-07	3.694220115474024e-07
P27635	5.5247255262623145e-06	0.0012167805054889326
P27658	9.475933803584198e-07	1.777335044812331e-05
P27694	5.433338477117972e-07	5.2075679132495634e-05
P27695	1.1422133812752446e-06	0.000429606428110934
P27701	4.599638693150979e-07	3.49803038216829e-06
P27707	1.5375732262884081e-06	9.487683740262709e-06
P27708	5.451534187911834e-07	2.2948122165140052e-05
P27797	1.0882880980404264e-05	0.0016185187157214172
P27815	4.927729787211309e-07	2.014279098276895e-06
P27816	4.180673994641997e-07	6.0757076843131706e-06
P27824	3.523244339439847e-07	3.926236374922261e-05
P27918	6.615744043353868e-07	6.920970638747092e-06
P27930	4.84426520917831e-07	2.632273261098799e-06
P27986	5.916927751146089e-06	0.0013495864967965029
P27987	4.7135497457575184e-07	2.3079132391925355e-06
P28039	6.04357018120111e-07	2.415186327297105e-07
P28062	3.437626896705209e-07	2.3275939203107255e-06
P28065	6.750470220804329e-07	1.1246019849348351e-05
P28066	7.04131019115209e-07	3.445371129429275e-05
P28067	1.4514257715934834e-06	4.121520159031844e-06
P28068	9.064976101118418e-07	3.442902331214229e-06
P28069	1.4371361645346598e-06	1.05255360255584e-05
P28070	4.1354009455352905e-07	9.49553667221912e-06
P28072	4.894302755778919e-07	1.248851712851085e-05
P28074	5.921120425770126e-07	1.9609737280759015e-05
P28161	5.859798479167082e-07	1.3647477269179679e-06
P28221	2.1041784295470644e-06	1.315131821453974e-06
P28222	7.194258224881231e-06	2.3266141576402623e-05
P28223	2.6973816287221427e-06	2.3146081185471145e-05
P28288	3.128991947012958e-07	7.080582423948612e-06
P28289	8.979833861847046e-07	1.3599323456046132e-05
P28290	4.453448899024965e-07	3.679980394768715e-06
P28300	3.4074490855773324e-06	5.1969783753111364e-05
P28324	3.697498519369031e-05	0.0017680725037303943
P28325	3.4699168209217966e-07	3.179218418086178e-07
P28328	1.102558708801194e-06	3.99461354400781e-06
P28329	5.956378313269636e-07	1.291442442747681e-05
P28330	3.027863105633635e-07	1.5499789621381038e-07
P28331	7.395582363705985e-07	5.406441668210861e-05
P28332	1.090246869599007e-06	2.254929133997044e-06
P28335	7.560258732305987e-07	2.0398978575399766e-05
P28336	1.2633594354844727e-07	1.587059981058026e-08
P28340	1.8215860051336387e-05	0.0014390913634607667
P28347	1.8134201186974694e-06	2.3248153414741124e-05
P28356	1.022163241747436e-05	3.5794643320436395e-05
P28358	3.23176176928285e-06	1.4969926188107469e-05
P28360	4.209543948262139e-06	3.369581895246654e-05
P28370	8.070657428354842e-07	1.5670215749331372e-05
P28472	7.27589840562475e-07	2.477201093062416e-06
P28476	3.787066847523258e-07	2.307380582709921e-07
P28482	6.0261954169149196e-06	0.0013186890844385016
P28562	5.020361243370938e-07	1.0482787428803565e-05
P28566	3.1231527610251184e-07	1.5084956680451072e-07
P28676	1.3076165203372157e-06	1.2602279253378971e-05
P28698	1.6813187615067915e-06	6.418638999621778e-06
P28702	9.536116853025762e-07	1.8663818144629563e-05
P28715	8.305839144045666e-05	0.0014390869851237463
P28749	1.3519402487221697e-06	4.1552095921969726e-05
P28799	4.35299371565352e-07	2.649156063396773e-05
P28827	9.969504321470425e-07	1.7104389795358965e-05
P28838	6.75460350220641e-07	1.2777619603608092e-05
P28845	3.8853797370728544e-07	6.676691672696621e-07
P28906	3.330168690041217e-07	1.6962176725687067e-07
P28907	1.5106741808496746e-06	4.0017017545266855e-06
P28908	1.6134817489410853e-06	1.2213560441202584e-05
P29016	1.704671271504647e-06	2.1281158261636288e-05
P29017	4.5071617854789115e-07	1.6736373909517624e-07
P29033	2.067042166588243e-06	3.47675800193467e-05
P29034	1.1182177569686086e-06	9.102683540031377e-06
P29074	1.6043594762625864e-06	2.3505520258793755e-05
P29083	1.314120938386448e-06	1.990402375642535e-05
P29084	6.646527063012616e-07	1.9978684143175675e-05
P29120	7.86649770755565e-06	2.0001236545467703e-05
P29122	4.087048248082905e-07	5.276645915662682e-07
P29144	9.554303972448171e-07	1.2108313241432484e-05
P29218	1.2129675061594734e-06	5.577857082945165e-06
P29274	4.4894290908495265e-07	1.6187847375881099e-06
P29275	5.509658903253555e-06	1.2446314019839978e-05
P29279	1.2667441891035684e-06	1.0221609306864003e-05
P29317	1.037010189678574e-06	3.577598055452822e-05
P29320	4.575589086442549e-05	0.0010924892217569046
P29322	2.1544032847660605e-06	1.1048109273001629e-05
P29323	1.0310993869032286e-06	1.618037298220622e-05
P29350	1.1197301143058355e-05	0.0015038680468968176
P29353	1.4199143499875955e-06	0.00012057237976865966
P29371	3.1738930742102306e-07	1.448990990135013e-07
P29372	4.795493874013218e-07	9.750400698762016e-06
P29373	2.532744760190003e-06	1.338260614189128e-05
P29374	7.798023749525506e-07	7.85419384382282e-06
P29375	7.075872741393574e-05	0.00151356338089263
P29376	2.683572705268662e-06	1.3497256917500757e-05
P29377	1.391666204418078e-06	1.6837012802292868e-06
P29400	1.385021346615932e-06	1.9945756439413044e-05
P29401	9.351054358656095e-07	5.211656825935301e-05
P29459	3.1106623734439252e-06	2.492912287209418e-05
P29460	3.3594506572427353e-06	2.5557951938168452e-05
P29466	6.809215891535821e-07	1.3348044461323737e-05
P29474	7.72609142803452e-07	1.8432710019100798e-05
P29475	1.7560052256142804e-06	2.0953458127798573e-05
P29508	5.501079011154499e-07	5.249847971713646e-06
P29536	2.5180062103833906e-06	3.4581642755019957e-06
P29558	8.791432514082296e-07	3.2301662773636735e-05
P29590	1.1023432583518623e-05	0.001664455694411145
P29597	7.684569844457689e-07	2.4502934877846212e-05
P29622	6.9486730384243736e-06	3.472955893013889e-05
P29692	6.54444974050855e-07	3.204063697303006e-05
P29728	3.5513309425421553e-07	3.2522390836012716e-07
P29762	3.622055239874074e-07	4.4423199586654317e-07
P29803	8.995697882893432e-07	3.9958275706077205e-06
P29965	4.206778519982803e-07	1.0134890655796873e-06
P29966	4.958466670715708e-07	1.2710048893340038e-05
P29972	3.199050640563221e-06	0.00014241286900842348
P29973	7.731105489405132e-07	2.533100047772014e-07
P29992	5.0329296522692385e-05	0.00169163706310345
P30038	7.339752708497031e-07	1.0642678512584741e-05
P30039	3.2374749615680464e-07	6.314892747018205e-07
P30040	3.592405817397673e-06	8.542840715070716e-05
P30041	4.78162795562617e-07	1.378203696695908e-05
P30043	3.64309341185617e-07	7.306453767370558e-07
P30044	4.5696431705023813e-07	9.176865876870333e-06
P30046	1.4992701932580807e-06	5.043259836485416e-06
P30047	1.91706552482019e-06	8.512539050586609e-06
P30048	1.1976404508274931e-06	5.973720980298396e-05
P30049	1.0761665880748702e-06	3.326506998549617e-05
P30050	3.7955235577025566e-07	1.5821963824140304e-05
P30084	5.53840761620816e-07	1.9214656491242366e-05
P30085	6.036651320614247e-07	9.261195145924495e-06
P30086	7.781172343476834e-07	3.141153302968317e-05
P30101	7.141003531585111e-07	4.658912440774869e-05
P30153	6.7424701273314575e-06	0.0014307346783206441
P30154	8.079896589218865e-07	2.2599016531519014e-05
P30203	4.0453168675021307e-07	5.426402900989193e-07
P30260	7.198318928061772e-07	2.311016277899526e-05
P30273	8.598656258163818e-07	1.1657092477378459e-05
P30279	2.178400994210419e-05	0.001524960587266538
P30281	4.080702560547535e-05	0.0015809272398773682
P30291	7.327876348838397e-07	9.812711178405225e-06
P30301	5.02149826864192e-07	2.9321199226507368e-06
P30304	5.251025649204343e-07	1.594075515604154e-05
P30305	5.968898512091741e-07	9.705654308401857e-06
P30307	7.976442981291707e-07	2.1080562422644794e-05
P30405	4.69656994167441e-07	1.1490602603128045e-05
P30408	7.427828231018974e-07	1.5824703481299267e-06
P30411	1.3449633405243753e-06	1.579066393747756e-05
P30414	1.3596602119451866e-06	1.2247764286922058e-05
P30419	7.386611106103496e-07	1.7749054459738526e-05
P30511	5.396975324873393e-06	3.5949500104714074e-05
P30518	1.0551355513001802e-06	5.912359164118851e-06
P30519	4.6395778426241953e-07	1.9486104635463372e-05
P30520	6.761843996115183e-07	1.3273498641528999e-05
P30530	1.1164158308442192e-06	1.710266854707979e-05
P30531	4.523462025795428e-07	4.2691350147546235e-07
P30532	4.0020569224426953e-07	3.955864461803963e-07
P30533	2.1723065891512958e-06	2.8166667316580467e-05
P30536	5.100646094692934e-07	3.6780853173004498e-06
P30542	1.1455176259663045e-06	5.128246025567575e-06
P30550	3.9412405653995484e-07	2.3536614903182945e-06
P30556	1.2883237491227208e-06	3.3248872235657586e-05
P30559	4.4513052066172125e-07	1.2537081003007597e-06
P30566	8.675334067641599e-07	2.596501815062064e-05
P30613	3.824064608987972e-07	1.8223052825932856e-06
P30622	4.885911013347651e-05	0.0013485193195448449
P30626	4.4486304742206123e-07	7.542331934920639e-06
P30679	1.7493700505156143e-06	1.3827563679693377e-05
P30711	4.823290558795505e-07	1.5232818006029394e-06
P30740	4.854283497156155e-07	3.2977001166308496e-06
P30793	9.076334116440236e-07	1.238752719654795e-05
P30825	1.1313249023473718e-06	2.7902565287838943e-05
P30837	6.826642138980728e-07	1.71260467952367e-05
P30838	6.567824531781742e-07	4.009800035239686e-06
P30872	2.5486904371195996e-06	4.84860053006695e-06
P30874	1.207331573854775e-06	3.34632553811725e-06
P30876	5.093778427584036e-07	2.2160983888477507e-05
P30926	4.402419202714943e-07	6.176793851811448e-07
P30939	2.7599658170634434e-07	5.5166176015377025e-08
P30954	2.467371689845402e-07	4.38722484505943e-08
P30968	1.5541364265361e-06	3.573881681441983e-06
P30988	1.098333080299746e-06	4.7819277881127125e-06
P30989	5.327251959474915e-07	3.885665451691763e-07
P30990	7.975491054063966e-07	1.4030739197284967e-06
P31025	6.003567203174866e-07	4.931447457843492e-06
P31040	9.605915243003719e-06	0.0015292690499087392
P31146	7.484871918601725e-07	1.2302451497749642e-05
P31150	1.0173255767515632e-06	2.486753991933846e-05
P31151	3.2496577777093125e-05	0.0013506549596353475
P31152	2.968616321332125e-06	1.6352836226591365e-05
P31153	6.386102554894263e-07	1.6849025427457663e-05
P31213	2.2575151407996858e-06	1.0940262499081738e-06
P31249	1.4076964352043206e-06	3.0473721483663587e-06
P31260	2.070098043353348e-06	1.8393726555697643e-05
P31267	3.721144923079901e-06	1.2290684142681115e-05
P31268	7.18670861036017e-06	2.373894132143236e-05
P31269	6.517901409888503e-05	0.0013307063950406752
P31270	0.00020970239460505776	0.0013447704870108471
P31271	0.00020469434584026404	0.0012189223873464877
P31273	1.129373954516552e-06	3.074720092394798e-05
P31274	4.141122386828437e-06	4.879610464935438e-05
P31276	0.00010826565947887827	0.0014399693179202556
P31277	0.0006350522878157633	0.0015822530699052205
P31314	0.00021273517491209428	0.0016417849149071206
P31321	6.20897755328206e-07	1.7563629598233812e-05
P31323	1.4444502612463623e-06	3.6917394055146856e-05
P31327	6.103565335931131e-07	9.924940894180219e-06
P31350	1.2082531268220086e-06	1.8173217275096722e-05
P31358	5.999624972962937e-07	8.017506215858462e-07
P31371	2.901756786847391e-06	1.0912688813110862e-05
P31391	8.152854523564358e-07	1.3172785347504637e-06
P31415	3.613956002026281e-07	1.741852081265246e-07
P31431	7.257977306288778e-05	0.001712138772088852
P31483	7.110546359442178e-07	1.4714507021849933e-05
P31512	1.790046021280493e-06	5.574286660291816e-07
P31513	3.6546844521796003e-07	1.2341795516195598e-07
P31629	5.119849201706407e-07	1.4991952337362789e-06
P31639	6.432121741819866e-07	7.242529250798912e-07
P31641	5.699632907939983e-07	1.4361406970902616e-06
P31644	2.777523420646488e-07	4.738224418490575e-08
P31645	5.87554156671641e-07	3.011566856493387e-06
P31689	4.965075389686943e-07	2.3485007086111997e-05
P31749	6.4172441923410455e-06	0.0016092489277965152
P31751	1.432809199922348e-05	0.0006966088500148061
P31785	2.873010414423538e-06	2.8266420086444915e-05
P31930	3.118396243980617e-07	4.723218927348332e-06
P31937	4.954711441259228e-07	6.5570543644452966e-06
P31939	2.9580065993678317e-05	0.0015948071789070103
P31941	3.469783677788952e-07	1.4565863971059003e-07
P31942	4.146263445144458e-07	1.4662086817322037e-05
P31943	1.0160501755068032e-06	0.00042888955162120857
P31944	1.4941541325407967e-06	2.6282958668079047e-05
P31946	6.536656951217402e-07	6.197522025747093e-05
P31947	5.600355606416042e-07	3.553218943979223e-05
P31948	4.945095737722402e-07	2.836785198452087e-05
P31949	5.594016386714455e-07	5.443594974264796e-06
P31994	8.218776035083749e-05	0.001219542352924644
P31995	1.0475558240647197e-06	2.164168570856228e-06
P31997	2.5356949700194194e-06	2.4487532007671156e-06
P32004	1.939701373396946e-06	2.2775026161557293e-05
P32019	2.385037510638802e-06	9.697910717923503e-06
P32119	5.384893135108372e-07	1.930433957053091e-05
P32121	4.887944699937321e-07	4.068545630604115e-05
P32189	3.791719146997001e-07	1.9294992902452987e-06
P32238	8.18302346129342e-07	5.097694297908299e-07
P32239	2.9903299035999332e-06	1.7277548818782088e-05
P32241	8.377684233794978e-07	9.53224102983063e-06
P32242	9.684606003685217e-07	2.7739823487488736e-05
P32243	1.6912745161527561e-06	2.342523801961788e-05
P32245	5.960030555130265e-07	2.8163178378461807e-06
P32246	8.510274132261697e-07	8.796699909809685e-06
P32248	0.00027816385798279576	0.0012259398798274586
P32249	3.412395428057104e-06	3.393767413403051e-05
P32297	4.342042697884559e-07	1.2969916794100415e-06
P32298	5.958467893599842e-07	1.21626113330933e-06
P32302	4.068549632091639e-06	1.8721817650600454e-05
P32314	7.305741050932645e-07	1.8519093185844042e-06
P32320	6.223180522288461e-07	7.031657475660943e-06
P32321	3.520364152916753e-07	4.2944450008054503e-07
P32322	4.948514478911317e-07	1.365257689780855e-05
P32418	1.592229189875629e-06	1.0514136244442797e-05
P32455	3.0946813210078716e-07	5.322101593465073e-07
P32456	4.994086530549933e-07	4.074312315594063e-06
P32519	4.927517555028106e-06	3.450700963369848e-05
P32745	9.325159587406198e-07	4.616112079382841e-06
P32754	3.7391492150806687e-06	1.5146265525382421e-05
P32780	2.4457233479137578e-06	4.7678054867455367e-05
P32856	4.930797442162046e-07	3.4452770304309993e-06
P32881	5.067110086015069e-07	2.692981569060958e-06
P32926	1.841958784307665e-06	3.722360662541069e-06
P32927	2.3813181095942143e-06	2.56726213414209e-05
P32929	6.605641525549738e-07	8.722236230692379e-06
P32942	3.576663660836542e-06	2.3040388376466312e-05
P32969	3.854308821577986e-07	9.153731644519904e-06
P32970	1.7184664687992582e-06	3.747039350523524e-05
P32971	4.398668660687504e-07	6.740529252489255e-06
P33032	8.647118634972131e-07	7.097191706665483e-07
P33076	1.083800437824027e-06	8.841165420206e-06
P33121	2.8357656936095197e-07	5.613054388364236e-07
P33151	1.4846552925061553e-06	3.763047162961754e-05
P33176	1.5491904404148656e-05	0.001334667875821291
P33240	7.512044590678144e-07	1.9727637042887977e-05
P33241	2.2152637240163493e-06	2.1225783833510936e-05
P33260	5.261056764776335e-07	6.489311875210367e-07
P33261	5.314139513816531e-07	2.745440218894654e-07
P33316	4.991016889259612e-07	9.280648380038064e-06
P33402	5.969819903098007e-07	1.2266439699982349e-06
P33527	3.4011909073889737e-07	1.8201060664846845e-06
P33552	1.092820735420554e-06	1.0491613927045812e-05
P33681	7.495327126430886e-06	1.4631737435027069e-05
P33763	3.4101743501944312e-06	9.752545015760053e-06
P33764	1.4460134075671636e-06	9.717391296324819e-06
P33778	6.491885031188089e-07	4.0911712421252886e-05
P33897	4.0569649968242543e-07	3.0895697472116317e-06
P33908	4.4297511157441085e-07	6.413754046878244e-07
P33947	1.3715592322710648e-06	1.3646837174422636e-05
P33981	7.038881370870459e-07	1.62287883587351e-05
P33991	4.5096673141750664e-07	1.090458069552986e-05
P33992	3.9503494608475513e-07	1.718438498434389e-05
P33993	6.558673616480229e-07	4.508067973977583e-05
P34059	9.861881471323583e-07	5.85870815875074e-06
P34096	2.7974606746122387e-07	9.153238712468037e-08
P34130	2.741180575766898e-07	2.7881148323732135e-07
P34741	9.027173105942134e-07	2.4915903351600745e-05
P34810	2.624588857184978e-06	1.9584759796796376e-05
P34820	1.143772682598167e-06	2.822134282450322e-06
P34896	1.225875281828801e-06	2.0349593460644926e-05
P34897	3.1904887085459194e-07	2.417802189301257e-05
P34903	5.678395326565092e-07	1.9813218627310253e-06
P34910	7.079117736756826e-07	1.9747625645277154e-06
P34913	3.7948590486915833e-07	7.844004709720943e-07
P34925	1.7765762436163069e-06	3.52447484702526e-05
P34931	5.62816562766761e-07	2.315132576396852e-05
P34932	4.865143946810026e-07	4.1362495986848904e-05
P34947	8.809980045979794e-07	4.3257692209086115e-05
P34949	8.110445036852112e-07	5.179524765507144e-06
P34969	4.026616119371574e-07	3.505867445524067e-06
P34972	1.2276542067515603e-06	5.120221662973825e-06
P34981	5.449875276961252e-07	9.77499315448901e-07
P34982	6.716851417227221e-07	3.331025732771394e-07
P34995	6.679697112603473e-07	5.864421441969787e-07
P34998	2.32557650765028e-06	1.6019660038000892e-05
P35030	4.910981549330195e-07	4.927538113040906e-06
P35052	7.98777798691802e-07	3.0070316290449423e-05
P35070	1.434501700785652e-06	4.7414142834315365e-06
P35080	9.518194839132985e-07	2.0259117358091297e-05
P35125	0.00012709715266983934	0.0015156105122435578
P35212	3.4884944149262117e-07	3.480472314136907e-07
P35218	5.845863398737075e-07	8.044274632286718e-07
P35219	1.287722512463434e-06	1.1654092181579092e-05
P35221	8.652195210566872e-07	3.589694352845048e-05
P35222	3.652898291584224e-06	0.0015479421960776295
P35225	9.56406829445125e-07	1.475189220430737e-06
P35226	5.197471020918028e-07	3.575083141988271e-05
P35227	2.021564590122768e-06	3.830201405669193e-05
P35228	4.579750244336566e-07	1.4473519085484242e-05
P35232	3.547182005825957e-07	2.205311862019827e-05
P35236	7.886132369333382e-07	1.184631603993108e-05
P35237	3.694379426417818e-06	3.5260449792061186e-05
P35240	8.718302369404534e-06	0.001526388411877393
P35241	7.124250474385378e-07	2.0317087319340352e-05
P35243	1.2863370221911627e-06	5.731838461244585e-06
P35244	4.7659217128713003e-07	3.9655523227282734e-05
P35247	4.795878346149935e-07	8.666371456904703e-07
P35249	7.749870798074541e-07	2.6062536530348696e-05
P35250	1.0852686913131096e-06	3.194355666468108e-05
P35251	1.0478143359292182e-06	3.198943343131076e-05
P35268	1.2247634883335594e-05	0.0015926846714369137
P35269	4.975238702520362e-07	1.2859575839530878e-05
P35270	6.888788405375401e-07	1.3339903467784457e-05
P35318	2.5188846875755685e-07	1.6782493982415983e-07
P35321	4.815102120678101e-07	6.24111880982235e-07
P35325	3.843468684601446e-07	8.75492327218941e-08
P35326	3.848971062034066e-06	1.6901551887850977e-05
P35346	2.1524388769282515e-06	5.184633001669286e-06
P35348	3.530517841452932e-06	3.8668080504720765e-05
P35354	5.103037773680451e-07	3.998194936448568e-06
P35367	2.0152356681452814e-06	8.621635269543509e-06
P35368	7.19708045683235e-06	4.088531177799828e-05
P35372	4.713974610100111e-07	1.1184142905253959e-05
